2025-08-05T17:36:14.308574 - 
Updating Jekyll layouts...
2025-08-05T17:36:14.309105 - ✅ Updated layout: practice-area.html
2025-08-05T17:36:14.309474 - ✅ Updated layout: default.html
2025-08-05T17:36:14.309753 - ✅ Updated layout: default-optimized.html
2025-08-05T17:36:14.310425 - ✅ Updated layout: modern-default.html
2025-08-05T17:36:14.310454 - 
Migrating 1322 pages without layout...
2025-08-05T17:36:14.633104 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/ia.html
2025-08-05T17:36:14.633404 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/pa.html
2025-08-05T17:36:14.633843 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/az.html
2025-08-05T17:36:14.634208 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/il.html
2025-08-05T17:36:14.634658 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/ky.html
2025-08-05T17:36:14.634984 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/ma.html
2025-08-05T17:36:14.635372 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/tx.html
2025-08-05T17:36:14.635817 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/va.html
2025-08-05T17:36:14.636176 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/mt.html
2025-08-05T17:36:14.636447 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/vt.html
2025-08-05T17:36:14.636718 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/de.html
2025-08-05T17:36:14.636981 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/wy.html
2025-08-05T17:36:14.637416 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/ms.html
2025-08-05T17:36:14.637795 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/ny.html
2025-08-05T17:36:14.638081 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/wa.html
2025-08-05T17:36:14.638353 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/la.html
2025-08-05T17:36:14.639762 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/ok.html
2025-08-05T17:36:14.640088 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/nm.html
2025-08-05T17:36:14.640345 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/ks.html
2025-08-05T17:36:14.640594 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/ut.html
2025-08-05T17:36:14.640856 - ✅ Migrated: /Users/chrisskerritt/SEC/./locations/states/or.html
2025-08-05T17:36:14.641293 - ✅ Migrated: /Users/chrisskerritt/SEC/./vocational-expert/index.html
2025-08-05T17:36:14.641802 - ✅ Migrated: /Users/chrisskerritt/SEC/./reference-ui/index.html
